Sample in Buffer,Sample in Window,TRIGGER,top_i/aiscale/cfg_tdata[298:0],top_i/aiscale/cfg_tdata_1[672:300],top_i/aiscale/cfg_tready,top_i/aiscale/cfg_tvalid,top_i/aiscale/dout0_tdata[68:0],top_i/aiscale/dout0_tready,top_i/aiscale/dout0_tvalid,top_i/aiscale/dout1_tdata[63:32],top_i/aiscale/dout1_tready,top_i/aiscale/dout1_tvalid,top_i/aiscale/dout2_tdata_1[2:1],top_i/aiscale/dout2_tdata[63:32],top_i/aiscale/dout2_tready,top_i/aiscale/dout2_tvalid,top_i/aiscale/dout3_tdata_1[15:1],top_i/aiscale/dout3_tdata[63:32],top_i/aiscale/dout3_tready,top_i/aiscale/dout3_tvalid,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/handshake,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/local_rst,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.data_1[154:91],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.data_2[196:188],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.data_3[289:258],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.data[387:291],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.dready,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.dvalid,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/state_reg[2:0],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/wm_dout\\.data_1[47:0],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/wm_dout\\.data_2[73:73],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/wm_dout\\.data[78:78],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/wm_dout\\.dready,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/wm_dout\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/bias_wm\\.data_1[30:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/bias_wm\\.data_2[62:32],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/bias_wm\\.data_3[94:64],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/bias_wm\\.data_4[126:96],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/bias_wm\\.data[129:128],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/brick_combiner_if_s\\.data[63:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/brick_combiner_if_s\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/brick_combiner_if_s\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_im\\.data_1[63:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_im\\.data[69:67],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_im\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_im\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_wm\\.data[65:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_wm\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_wm\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_im\\.data[69:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_im\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_im\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_wm\\.data[65:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_wm\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_wm\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/rcu_top_if_s\\.data[16:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/rcu_top_if_s\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/rcu_top_if_s\\.dvalid,top_i/aiscale/is_din_tdata[64:0],top_i/aiscale/is_din_tready,top_i/aiscale/is_din_tvalid,top_i/aiscale/nnzv_os_tdata[15:0],top_i/aiscale/nnzv_os_tready,top_i/aiscale/nnzv_os_tvalid
251,251,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,00fd007a021400e0,0,1,c04a406000e03840,2,1,0,000df0164065f0630,1,0,040730032f08e60685,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
252,252,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,00fd007a021400e0,0,1,c04a406000e03840,2,1,0,000df0164065f0630,1,0,090000000000000540,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
253,253,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,00fd007a021400e0,1,1,c04a406000e03840,2,1,0,000df0164065f0630,1,0,090000000000000540,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
254,254,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,068504690602012a,0,1,c04a406000e03840,2,1,0,000df0164065f0630,1,0,090000000000000540,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
255,255,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,068504690602012a,1,1,c04a406000e03840,2,1,0,000df0164065f0630,1,0,0402fd06c5076a031d,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
256,256,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,05400730032f08e6,1,1,c04a406000e03840,2,1,0,000df0164065f0630,1,0,0402fd06c5076a031d,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
257,257,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,02fd06c5076a031d,1,1,c21a680201e07210,2,1,1,000df0164065f0630,1,0,04014504ad05c40509,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
258,258,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,014504ad05c40509,1,1,c21a680201e07210,2,1,0,000df0164065f0630,1,0,040a1f04bf0052013d,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
259,259,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0a1f04bf0052013d,0,1,c21a680201e07210,2,1,0,000df0164065f0630,1,0,0404cf07d003770e08,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
260,260,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0a1f04bf0052013d,1,1,c21a680201e07210,2,1,0,000df0164065f0630,1,0,0c037402a900a10666,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
261,261,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,04cf07d003770e08,0,1,c21a680201e07210,2,1,0,000df0164065f0630,1,0,0c037402a900a10666,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
262,262,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,04cf07d003770e08,1,1,c21a680201e07210,2,1,0,000df0164065f0630,1,0,0400f60446027901c6,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
263,263,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,037402a900a10666,1,1,c21a680201e07210,2,1,0,000df0164065f0630,1,0,0400f60446027901c6,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
264,264,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,00f60446027901c6,0,1,c21a680201e07210,2,1,0,000df0164065f0630,1,0,04036304d501910263,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
265,265,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,00f60446027901c6,1,1,c058085801403250,2,1,1,000df0164065f0630,1,0,040140023e0146036a,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
266,266,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,036304d501910263,1,1,c058085801403250,2,1,0,000df0164065f0630,1,0,040140023e0146036a,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
267,267,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0140023e0146036a,1,1,c058085801403250,2,1,0,000df0164065f0630,1,0,04026f076c020c0876,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
268,268,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,026f076c020c0876,0,1,c058085801403250,2,1,0,000df0164065f0630,1,0,0c0315021701960161,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
269,269,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,026f076c020c0876,1,1,c058085801403250,2,1,0,000df0164065f0630,1,0,040315021701960161,0,0,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
270,270,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0315021701960161,0,1,c058085801403250,2,1,0,000df0164065f0630,1,0,040018003503600068,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
271,271,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0315021701960161,0,1,c058085801403250,2,1,0,000df0164065f0630,1,0,04009f01fb0075024b,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
272,272,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0315021701960161,1,1,c058085801403250,2,1,0,000df0164065f0630,1,0,04009f01fb0075024b,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
273,273,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0018003503600068,0,1,8202300804403210,2,1,1,000df0164065f0630,1,0,04009f01fb0075024b,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
274,274,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0018003503600068,1,1,8202300804403210,2,1,0,000df0164065f0630,1,0,040141032a01cc04a7,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
275,275,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,009f01fb0075024b,1,1,8202300804403210,2,1,0,000df0164065f0630,1,0,040141032a01cc04a7,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
276,276,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0141032a01cc04a7,0,1,8202300804403210,2,1,0,000df0164065f0630,1,0,04026f0010010a0870,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
277,277,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0141032a01cc04a7,1,1,8202300804403210,2,1,0,000df0164065f0630,1,0,0409a1013b05660081,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
278,278,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,026f0010010a0870,1,1,8202300804403210,2,1,0,000df0164065f0630,1,0,0409a1013b05660081,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
279,279,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,09a1013b05660081,0,1,8202300804403210,2,1,0,000df0164065f0630,1,0,090000000000000237,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
280,280,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,09a1013b05660081,1,1,8202300804403210,2,1,0,000df0164065f0630,1,0,040000000000000237,0,0,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
281,281,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0000000000000237,0,0,8202300804403210,2,1,0,000df0164065f0630,1,0,040ab0043706b101d8,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
282,282,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,043706b101d80237,1,1,8202300804403210,2,1,0,000df0164065f0630,1,0,0401160482034b07a6,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
283,283,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0482034b07a60ab0,0,1,8202300804403210,2,1,0,000df0164065f0630,1,0,0403f603e109a10d23,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
284,284,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0482034b07a60ab0,1,1,0296100900401012,2,1,1,000df0164065f0630,1,0,0b000002ac035d0792,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
285,285,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,03e109a10d230116,1,1,0296100900401012,2,1,0,000df0164065f0630,1,0,0b000002ac035d0792,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
286,286,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,02ac035d079203f6,0,1,0296100900401012,2,1,0,000df0164065f0630,1,0,04044e03bb01460100,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
287,287,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,02ac035d079203f6,0,1,0296100900401012,2,1,0,000df0164065f0630,1,0,04097a09db01b20902,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
288,288,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,02ac035d079203f6,1,1,0296100900401012,2,1,0,000df0164065f0630,1,0,04097a09db01b20902,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
289,289,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,044e03bb01460100,0,1,c797044a55c23780,2,1,1,000df0164065f0630,1,0,04097a09db01b20902,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
290,290,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,044e03bb01460100,0,1,c797044a55c23780,2,1,0,000df0164065f0630,1,0,0b00000fc50bcd041b,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
291,291,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,044e03bb01460100,1,1,c797044a55c23780,2,1,0,000df0164065f0630,1,0,0b00000fc50bcd041b,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
