Sample in Buffer,Sample in Window,TRIGGER,top_i/aiscale/cfg_tdata[298:0],top_i/aiscale/cfg_tdata_1[672:300],top_i/aiscale/cfg_tready,top_i/aiscale/cfg_tvalid,top_i/aiscale/dout0_tdata[68:0],top_i/aiscale/dout0_tready,top_i/aiscale/dout0_tvalid,top_i/aiscale/dout1_tdata[63:32],top_i/aiscale/dout1_tready,top_i/aiscale/dout1_tvalid,top_i/aiscale/dout2_tdata_1[2:1],top_i/aiscale/dout2_tdata[63:32],top_i/aiscale/dout2_tready,top_i/aiscale/dout2_tvalid,top_i/aiscale/dout3_tdata_1[15:1],top_i/aiscale/dout3_tdata[63:32],top_i/aiscale/dout3_tready,top_i/aiscale/dout3_tvalid,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/handshake,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/local_rst,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.data_1[154:91],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.data_2[196:188],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.data_3[289:258],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.data[387:291],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.dready,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.dvalid,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/state_reg[2:0],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/wm_dout\\.data_1[47:0],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/wm_dout\\.data_2[73:73],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/wm_dout\\.data[78:78],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/wm_dout\\.dready,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/wm_dout\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/bias_wm\\.data_1[30:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/bias_wm\\.data_2[62:32],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/bias_wm\\.data_3[94:64],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/bias_wm\\.data_4[126:96],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/bias_wm\\.data[129:128],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/brick_combiner_if_s\\.data[63:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/brick_combiner_if_s\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/brick_combiner_if_s\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_im\\.data_1[63:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_im\\.data[69:67],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_im\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_im\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_wm\\.data[65:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_wm\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_wm\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_im\\.data[69:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_im\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_im\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_wm\\.data[65:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_wm\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_wm\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/rcu_top_if_s\\.data[16:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/rcu_top_if_s\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/rcu_top_if_s\\.dvalid,top_i/aiscale/is_din_tdata[64:0],top_i/aiscale/is_din_tready,top_i/aiscale/is_din_tvalid,top_i/aiscale/nnzv_os_tdata[15:0],top_i/aiscale/nnzv_os_tready,top_i/aiscale/nnzv_os_tvalid
210,210,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0300049000c40780,0,1,401a084000343a00,2,1,0,000df0164065f0630,1,0,09000000000000089f,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
211,211,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0300049000c40780,1,1,401a084000343a00,2,1,0,000df0164065f0630,1,0,04000000000000089f,0,0,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
212,212,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,00000000089f1040,0,0,401a084000343a00,2,1,0,000df0164065f0630,1,0,04055f0b1603c90054,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
213,213,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,03c90054089f1040,1,1,401a084000343a00,2,1,0,000df0164065f0630,1,0,040008096f00d106a2,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
214,214,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,00d106a2055f0b16,0,1,401a084000343a00,2,1,0,000df0164065f0630,1,0,0401c209f305720092,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
215,215,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,00d106a2055f0b16,1,1,4106684930407b04,2,1,1,000df0164065f0630,1,0,040c8d008c009b04f7,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
216,216,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,057200920008096f,0,1,4106684930407b04,2,1,0,000df0164065f0630,1,0,040c8d008c009b04f7,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
217,217,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,057200920008096f,0,1,4106684930407b04,2,1,0,000df0164065f0630,1,0,090000000000000aff,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
218,218,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,057200920008096f,1,1,4106684930407b04,2,1,0,000df0164065f0630,1,0,090000000000000aff,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
219,219,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,009b04f701c209f3,0,1,4106684930407b04,2,1,0,000df0164065f0630,1,0,090000000000000aff,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
220,220,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,009b04f701c209f3,1,1,4106684930407b04,2,1,0,000df0164065f0630,1,0,0406fd0513064f02ae,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
221,221,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,00000aff0c8d008c,0,0,4106684930407b04,2,1,0,000df0164065f0630,1,0,0406fd0513064f02ae,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
222,222,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,02ae0aff0c8d008c,1,1,434a40485a489224,2,1,1,000df0164065f0630,1,0,04024900cc04ce0171,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
223,223,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,017106fd0513064f,0,1,434a40485a489224,2,1,0,000df0164065f0630,1,0,04039c0f2c013601e2,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
224,224,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,017106fd0513064f,1,1,434a40485a489224,2,1,0,000df0164065f0630,1,0,0c08c6049605170285,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
225,225,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,01e2024900cc04ce,1,1,434a40485a489224,2,1,0,000df0164065f0630,1,0,0c08c6049605170285,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
226,226,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0285039c0f2c0136,1,1,434a40485a489224,2,1,0,000df0164065f0630,1,0,04031d01d60079043c,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
227,227,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,043c08c604960517,0,1,434a40485a489224,2,1,0,000df0164065f0630,1,0,04082b03e6062a00ad,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
228,228,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,043c08c604960517,1,1,434a40485a489224,2,1,0,000df0164065f0630,1,0,0403e108f511bd04f5,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
229,229,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,00ad031d01d60079,0,1,425a004a404abbc0,2,1,1,000df0164065f0630,1,0,0403e108f511bd04f5,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
230,230,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,00ad031d01d60079,0,1,425a004a404abbc0,2,1,0,000df0164065f0630,1,0,0900000000000001c3,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
231,231,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,00ad031d01d60079,1,1,425a004a404abbc0,2,1,0,000df0164065f0630,1,0,0900000000000001c3,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
232,232,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,04f5082b03e6062a,0,1,425a004a404abbc0,2,1,0,000df0164065f0630,1,0,0900000000000001c3,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
233,233,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,04f5082b03e6062a,0,1,425a004a404abbc0,2,1,0,000df0164065f0630,1,0,040831036609860931,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
234,234,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,04f5082b03e6062a,1,1,425a004a404abbc0,2,1,0,000df0164065f0630,1,0,040831036609860931,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
235,235,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,01c303e108f511bd,0,1,0122084237100904,2,1,1,000df0164065f0630,1,0,040831036609860931,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
236,236,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,01c303e108f511bd,0,1,0122084237100904,2,1,0,000df0164065f0630,1,0,040125093a017e0f5b,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
237,237,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,01c303e108f511bd,1,1,0122084237100904,2,1,0,000df0164065f0630,1,0,040125093a017e0f5b,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
238,238,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0831036609860931,0,1,0122084237100904,2,1,0,000df0164065f0630,1,0,040125093a017e0f5b,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
239,239,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0831036609860931,0,1,0122084237100904,2,1,0,000df0164065f0630,1,0,0b00000a63019e0500,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
240,240,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0831036609860931,1,1,0122084237100904,2,1,0,000df0164065f0630,1,0,0b00000a63019e0500,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
241,241,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0125093a017e0f5b,1,1,0122084237100904,2,1,0,000df0164065f0630,1,0,0b00000a63019e0500,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
242,242,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,00000a63019e0500,0,0,0122084237100904,2,1,0,000df0164065f0630,1,0,04018403a603e60199,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
243,243,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,01990a63019e0500,1,1,0122084237100904,2,1,0,000df0164065f0630,1,0,0402ab02b400200350,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
244,244,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0350018403a603e6,0,1,c008084020340804,2,1,1,000df0164065f0630,1,0,04049f005c01691032,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
245,245,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0350018403a603e6,1,1,c008084020340804,2,1,0,000df0164065f0630,1,0,0c0a6a055203e500b4,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
246,246,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,103202ab02b40020,0,1,c008084020340804,2,1,0,000df0164065f0630,1,0,0c0a6a055203e500b4,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
247,247,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,103202ab02b40020,1,1,c008084020340804,2,1,0,000df0164065f0630,1,0,04007a021400e007f2,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
248,248,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,00b4049f005c0169,0,1,c008084020340804,2,1,0,000df0164065f0630,1,0,04007a021400e007f2,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
249,249,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,00b4049f005c0169,1,1,c008084020340804,2,1,0,000df0164065f0630,1,0,0404690602012a00fd,0,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
250,250,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,07f20a6a055203e5,1,1,c04a406000e03840,2,1,1,000df0164065f0630,1,0,0404690602012a00fd,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
